surface_id,surface,label,count,status,reason,canonical,label_final,label_conflict,labels_seen,package_count,document_count,example_sentence_id,example_text,example_path
sf_6fba4c6d2369df51,"quy trình cấp, thu hồi, hủy giá trị sử dụng hộ chiếu phổ thông",BEHAVIOR,1,review,low_frequency,"quy trình cấp, thu hồi, hủy giá trị sử dụng hộ chiếu phổ thông",BEHAVIOR,False,BEHAVIOR:1,1,1,118_2025_qh15.dieu_3.khoan_12.text_1.passage.s002,"quy trình cấp, thu hồi, hủy giá trị sử dụng hộ chiếu phổ thông","118/2025/QH15 > Điều 3. Sửa đổi, bổ sung một số điều của Luật Xuất cảnh, nhập cảnh của công dân Việt Nam > Khoản 12. Sửa đổi, bổ sung khoản 2 Điều 46 như sau: > Đoạn 1"
sf_78afff30aa72e438,quy trình sát hạch lái xe,BEHAVIOR,1,review,low_frequency,quy trình sát hạch lái xe,BEHAVIOR,True,BEHAVIOR:1; DOCUMENT:1,1,1,12_2025_tt_bca.dieu_4.khoan_5.passage.s001,Quy trình sát hạch lái xe,"12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 4. Hình thức, nội dung và quy trình sát hạch lái xe > Khoản 5. Quy trình sát hạch lái xe"
sf_362e413023109287,"quyết định bắt, giữ, giam người không có căn cứ",BEHAVIOR,1,review,low_frequency,"quyết định bắt, giữ, giam người không có căn cứ",BEHAVIOR,False,BEHAVIOR:1,1,1,100_2015_qh13.dieu_377.khoan_1.diem_b.passage.s001,"Quyết định bắt, giữ, giam người không có căn cứ","100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XXIV. CÁC TỘI XÂM PHẠM HOẠT ĐỘNG TƯ PHÁP > Điều 377. Tội lợi dụng chức vụ, quyền hạn giam, giữ người trái pháp luật > Khoản 1. Người nào lợi dụng chức vụ, quyền hạn thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 06 tháng đến 03 năm: > Điểm b. Quyết định bắt, giữ, giam người không có căn cứ theo quy định của luật;"
sf_ee9789745b6d809a,quyết định giá cước vận tải,BEHAVIOR,1,review,low_frequency,quyết định giá cước vận tải,BEHAVIOR,False,BEHAVIOR:1,1,1,158_2024_nd_cp.dieu_75.khoan_2.passage.s001,quyết định giá cước vận tải,"158/2024/ND-CP > Chương IV. TỔ CHỨC THỰC HIỆN > Điều 75. Đơn vị cung cấp phần mềm ứng dụng hỗ trợ kết nối vận tải > Khoản 2. Trường hợp đơn vị cung cấp phần mềm ứng dụng hỗ trợ kết nối vận tải có thực hiện ít nhất một trong các công đoạn chính của hoạt động vận tải (trực tiếp điều hành phương tiện, lái xe hoặc quyết định giá cước vận tải) để vận chuyển hành khách, hàng hóa trên đường bộ nhằm mục đích sinh lợi phải thực hiện các quy định về kinh doanh và điều kiện kinh doanh vận tải bằng xe ô tô theo quy định của Nghị định này, các quy định của pháp luật về giao dịch điện tử, các pháp luật khác có liên quan và phải đáp ứng các yêu cầu theo quy định tại điểm c, điểm d, điểm e, điểm i, điểm k khoản 1 Điều này."
sf_f4f4bb46e897d78f,quyền biểu quyết,BEHAVIOR,1,review,low_frequency,quyền biểu quyết,BEHAVIOR,False,BEHAVIOR:1,1,1,100_2015_qh13.dieu_160.khoan_1.passage.s001,quyền biểu quyết,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XV. CÁC TỘI XÂM PHẠM QUYỀN TỰ DO CỦA CON NGƯỜI, QUYỀN TỰ DO, DÂN CHỦ CỦA CÔNG DÂN > Điều 160. Tội xâm phạm quyền của công dân về bầu cử, ứng cử hoặc biểu quyết khi Nhà nước trưng cầu ý dân > Khoản 1. Người nào lừa gạt, mua chuộc, cưỡng ép hoặc dùng thủ đoạn khác cản trở công dân thực hiện quyền bầu cử, quyền ứng cử hoặc quyền biểu quyết khi Nhà nước trưng cầu ý dân, thì bị phạt cảnh cáo, phạt cải tạo không giam giữ đến 01 năm hoặc phạt tù từ 03 tháng đến 01 năm."
sf_17da661c41031381,quyền bầu cử,BEHAVIOR,1,review,low_frequency,quyền bầu cử,BEHAVIOR,False,BEHAVIOR:1,1,1,100_2015_qh13.dieu_160.khoan_1.passage.s001,quyền bầu cử,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XV. CÁC TỘI XÂM PHẠM QUYỀN TỰ DO CỦA CON NGƯỜI, QUYỀN TỰ DO, DÂN CHỦ CỦA CÔNG DÂN > Điều 160. Tội xâm phạm quyền của công dân về bầu cử, ứng cử hoặc biểu quyết khi Nhà nước trưng cầu ý dân > Khoản 1. Người nào lừa gạt, mua chuộc, cưỡng ép hoặc dùng thủ đoạn khác cản trở công dân thực hiện quyền bầu cử, quyền ứng cử hoặc quyền biểu quyết khi Nhà nước trưng cầu ý dân, thì bị phạt cảnh cáo, phạt cải tạo không giam giữ đến 01 năm hoặc phạt tù từ 03 tháng đến 01 năm."
sf_05c1cb3cfb0ceabf,quyền ứng cử,BEHAVIOR,1,review,low_frequency,quyền ứng cử,BEHAVIOR,False,BEHAVIOR:1,1,1,100_2015_qh13.dieu_160.khoan_1.passage.s001,quyền ứng cử,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XV. CÁC TỘI XÂM PHẠM QUYỀN TỰ DO CỦA CON NGƯỜI, QUYỀN TỰ DO, DÂN CHỦ CỦA CÔNG DÂN > Điều 160. Tội xâm phạm quyền của công dân về bầu cử, ứng cử hoặc biểu quyết khi Nhà nước trưng cầu ý dân > Khoản 1. Người nào lừa gạt, mua chuộc, cưỡng ép hoặc dùng thủ đoạn khác cản trở công dân thực hiện quyền bầu cử, quyền ứng cử hoặc quyền biểu quyết khi Nhà nước trưng cầu ý dân, thì bị phạt cảnh cáo, phạt cải tạo không giam giữ đến 01 năm hoặc phạt tù từ 03 tháng đến 01 năm."
sf_73ba23e2d2269dc1,quá 20 giây từ khi đèn tín hiệu màu xanh bật sáng không lái xe qua được vạch kết thúc ngã tư,BEHAVIOR,1,review,low_frequency,quá 20 giây từ khi đèn tín hiệu màu xanh bật sáng không lái xe qua được vạch kết thúc ngã tư,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.phu_luc_iv_quy_trinh_sat_hach_lai_xe_cac_hang_b_c1_c_d1_d2_va_d.table_8.passage.s001,Quá 20 giây từ khi đèn tín hiệu màu xanh bật sáng không lái xe qua được vạch kết thúc ngã tư,"Phụ lục IV > QUY TRÌNH SÁT HẠCH LÁI XE CÁC HẠNG B, C1, C, D1, D2 VÀ D > C. SÁT HẠCH THỰC HÀNH > I. Sát hạch thực hành lái xe trong hình > 2. Đối với người dự sát hạch > 2.2. Thực hiện bài sát hạch thực hành lái xe trong hình > 2.2.2. Yêu cầu đối với các bài sát hạch lái xe trong hình > đ) Bài sát hạch: qua ngã tư có tín hiệu điều khiển giao thông > Bảng 8"
sf_9171488848838fe3,quá 30 giây từ khi đèn tín hiệu màu xanh bật sáng không lái xe qua được vạch kết thúc ngã tư,BEHAVIOR,1,review,low_frequency,quá 30 giây từ khi đèn tín hiệu màu xanh bật sáng không lái xe qua được vạch kết thúc ngã tư,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.phu_luc_iv_quy_trinh_sat_hach_lai_xe_cac_hang_b_c1_c_d1_d2_va_d.table_8.passage.s001,Quá 30 giây từ khi đèn tín hiệu màu xanh bật sáng không lái xe qua được vạch kết thúc ngã tư,"Phụ lục IV > QUY TRÌNH SÁT HẠCH LÁI XE CÁC HẠNG B, C1, C, D1, D2 VÀ D > C. SÁT HẠCH THỰC HÀNH > I. Sát hạch thực hành lái xe trong hình > 2. Đối với người dự sát hạch > 2.2. Thực hiện bài sát hạch thực hành lái xe trong hình > 2.2.2. Yêu cầu đối với các bài sát hạch lái xe trong hình > đ) Bài sát hạch: qua ngã tư có tín hiệu điều khiển giao thông > Bảng 8"
sf_e046d7b1897d3662,quá cảnh lãnh thổ việt nam,BEHAVIOR,1,review,low_frequency,quá cảnh lãnh thổ việt nam,BEHAVIOR,False,BEHAVIOR:1,1,1,100_2015_qh13.dieu_259.khoan_1.passage.s001,quá cảnh lãnh thổ Việt Nam,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XX. CÁC TỘI PHẠM VỀ MA TÚY > Điều 259. Tội vi phạm quy định về quản lý, sử dụng chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần > Khoản 1. Người nào có trách nhiệm trong việc sản xuất, vận chuyển, bảo quản, tồn trữ, mua bán, phân phối, sử dụng, xử lý, trao đổi, xuất khẩu, nhập khẩu, quá cảnh lãnh thổ Việt Nam, kê đơn, bán thuốc, giám định, nghiên cứu chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần mà thực hiện một trong các hành vi sau đây, đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về một trong các hành vi này hoặc đã bị kết án về một trong các tội phạm về ma túy, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng hoặc bị phạt tù từ 01 năm đến 05 năm:"
sf_05844f72af370b0d,quá thời gian lái xe trong ngày,BEHAVIOR,1,review,low_frequency,quá thời gian lái xe trong ngày,BEHAVIOR,False,BEHAVIOR:1,1,1,158_2024_nd_cp.dieu_11.khoan_7.diem_a.passage.s001,quá thời gian lái xe trong ngày,"158/2024/ND-CP > Chương II. QUY ĐỊNH VỀ HOẠT ĐỘNG VẬN TẢI ĐƯỜNG BỘ TRONG NƯỚC > Mục 1. QUY ĐỊNH VỀ KINH DOANH VẬN TẢI BẰNG XE Ô TÔ, BẰNG XE BỐN BÁNH CÓ GẮN ĐỘNG CƠ > Điều 11. Quy định về công tác bảo đảm an toàn trong hoạt động vận tải bằng xe ô tô, bằng xe bốn bánh có gắn động cơ > Khoản 7. Khi xe đang hoạt động trên đường > Điểm a. Bộ phận quản lý an toàn giao thông hoặc người được giao nhiệm vụ quản lý an toàn giao thông trong đơn vị kinh doanh vận tải thực hiện các nhiệm vụ: thông qua dữ liệu từ thiết bị giám sát hành trình, khi phát hiện lái xe vi phạm quá thời gian lái xe liên tục, quá thời gian lái xe trong ngày, chạy sai hành trình, thiết bị giám sát hành trình không hoạt động thì kịp thời thông tin cho lái xe yêu cầu điều chỉnh, kịp thời khắc phục các sai phạm;"
sf_2691e9f1763604e6,quá trình mua bán,BEHAVIOR,1,review,low_frequency,quá trình mua bán,BEHAVIOR,False,BEHAVIOR:1,1,1,13_2025_tt_bca.mau_dkx10_79_giay_khai_dang_ky_xe.text_84.passage.s003,quá trình mua bán,Mẫu số DKX10_79 > GIẤY KHAI ĐĂNG KÝ XE > GIẤY KHAI ĐĂNG KÝ XE > Đoạn 84
sf_8ecaf0e0cd74eea5,quá trình sát hạch,BEHAVIOR,1,review,low_frequency,quá trình sát hạch,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.dieu_37.khoan_2.diem_b.passage.s002,quá trình sát hạch,"12/2025/TT-BCA > Chương VI. TỔ CHỨC THỰC HIỆN > Điều 37. Trách nhiệm Trung tâm sát hạch lái xe > Khoản 2. Công tác quản lý hệ thống thông tin > Điểm b. Tiếp nhận và cài đặt, tổ chức thực hiện phần mềm do Cục Cảnh sát giao thông chuyển giao; không được can thiệp, lắp đặt các thiết bị, cài đặt các phần mềm làm ảnh hưởng quá trình sát hạch hoặc làm sai lệch kết quả sát hạch lái xe."
sf_963f5a3082f6ce69,quá tổng thời gian thực hiện 01 bài sát hạch,BEHAVIOR,1,review,low_frequency,quá tổng thời gian thực hiện 01 bài sát hạch,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.phu_luc_vi_quy_trinh_sat_hach_hang_c1e_ce.table_11.passage.s001,Quá tổng thời gian thực hiện 01 bài sát hạch,"Phụ lục VI > QUY TRÌNH SÁT HẠCH HẠNG C1E, CE > D. CÁC BIỂU MẪU LIÊN QUAN ĐẾN QUY TRÌNH SÁT HẠCH LÁI XE CÁC HẠNG C1E, CE > Bảng 11"
sf_5e34e907d24b0b3a,quá tổng thời gian thực hiện bài sát hạch,BEHAVIOR,1,review,low_frequency,quá tổng thời gian thực hiện bài sát hạch,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.phu_luc_v_quy_trinh_sat_hach_hang_be_d1e_d2e_de.table_11.passage.s001,Quá tổng thời gian thực hiện bài sát hạch,"Phụ lục V > QUY TRÌNH SÁT HẠCH HẠNG BE, D1E, D2E, DE > D. CÁC BIỂU MẪU LIÊN QUAN ĐẾN QUY TRÌNH SÁT HẠCH LÁI XE CÁC HẠNG BE, D1E, D2E, DE > Bảng 11"
sf_b2ea4680e6e0dba4,quãng đường của phiên học thực hành lái xe,BEHAVIOR,1,review,low_frequency,quãng đường của phiên học thực hành lái xe,BEHAVIOR,False,BEHAVIOR:1,1,1,14_2025_tt_bxd.mau_so_01_yeu_cau_ve_truyen_du_lieu_quan_ly_dat.text_29.passage.s001,Quãng đường của phiên học thực hành lái xe,Mẫu số 01 > Yêu cầu về truyền dữ liệu quản lý DAT > Mẫu số 01. Yêu cầu về truyền dữ liệu quản lý DAT > Đoạn 29
sf_22da54d4b3292484,quản lý tập trung,BEHAVIOR,1,review,low_frequency,quản lý tập trung,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.dieu_28.khoan_2.diem_c.passage.s002,quản lý tập trung,"12/2025/TT-BCA > Chương IV. CẤP, SỬ DỤNG GIẤY PHÉP LÁI XE QUỐC TẾ > Điều 28. Cấp giấy phép lái xe quốc tế > Khoản 2. Đối với người Việt Nam, người nước ngoài có thẻ thường trú hoặc thẻ tạm trú tại Việt Nam, có giấy phép lái xe quốc gia do các quốc gia là thành viên của điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên cấp, còn giá trị sử dụng, thực hiện như sau: > Điểm c. IDP được cấp trong thời hạn 05 ngày làm việc kể từ ngày nhận đủ hồ sơ hợp lệ. Dữ liệu được chuyển về Cục Cảnh sát giao thông để quản lý tập trung và cấp IDP;"
sf_0dcd67498ec81206,"quản lý, kiểm soát, lưu giữ chất ma túy, tiền chất tại các khu vực cửa khẩu, biên giới, trên biển",BEHAVIOR,1,review,low_frequency,"quản lý, kiểm soát, lưu giữ chất ma túy, tiền chất tại các khu vực cửa khẩu, biên giới, trên biển",BEHAVIOR,False,BEHAVIOR:1,1,1,100_2015_qh13.dieu_259.khoan_1.diem_dd.passage.s001,"quản lý, kiểm soát, lưu giữ chất ma túy, tiền chất tại các khu vực cửa khẩu, biên giới, trên biển","100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XX. CÁC TỘI PHẠM VỀ MA TÚY > Điều 259. Tội vi phạm quy định về quản lý, sử dụng chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần > Khoản 1. Người nào có trách nhiệm trong việc sản xuất, vận chuyển, bảo quản, tồn trữ, mua bán, phân phối, sử dụng, xử lý, trao đổi, xuất khẩu, nhập khẩu, quá cảnh lãnh thổ Việt Nam, kê đơn, bán thuốc, giám định, nghiên cứu chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần mà thực hiện một trong các hành vi sau đây, đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về một trong các hành vi này hoặc đã bị kết án về một trong các tội phạm về ma túy, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng hoặc bị phạt tù từ 01 năm đến 05 năm: > Điểm đ. Vi phạm các quy định về quản lý, kiểm soát, lưu giữ chất ma túy, tiền chất tại các khu vực cửa khẩu, biên giới, trên biển;"
sf_ff89eda2219a4e1c,"quản lý, kiểm soát, lưu giữ chất ma túy, tiền chất, thuốc gây nghiện hoặc thuốc hướng thần",BEHAVIOR,1,review,low_frequency,"quản lý, kiểm soát, lưu giữ chất ma túy, tiền chất, thuốc gây nghiện hoặc thuốc hướng thần",BEHAVIOR,False,BEHAVIOR:1,1,1,12_2017_qh14.dieu_1.khoan_71.text_1.passage.s006,"quản lý, kiểm soát, lưu giữ chất ma túy, tiền chất, thuốc gây nghiện hoặc thuốc hướng thần","12/2017/QH14 > Điều 1. Sửa đổi, bổ sung, bãi bỏ một số điều của Bộ luật Hình sự số 100/2015/QH13 > Khoản 71. Sửa đổi, bổ sung tên điều và khoản 1 Điều 259 như sau: > Đoạn 1"
sf_038cb9bf8bde703f,ra các hiệu lệnh để thí sinh thực hiện,BEHAVIOR,1,review,low_frequency,ra các hiệu lệnh để thí sinh thực hiện,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.phu_luc_iv_quy_trinh_sat_hach_lai_xe_cac_hang_b_c1_c_d1_d2_va_d.appendix_point_a_112.passage.s001,ra các hiệu lệnh để thí sinh thực hiện,"Phụ lục IV > QUY TRÌNH SÁT HẠCH LÁI XE CÁC HẠNG B, C1, C, D1, D2 VÀ D > C. SÁT HẠCH THỰC HÀNH > II. Sát hạch thực hành lái xe trên đường > 1. Đối với sát hạch viên > 1.3. Ngồi cạnh thí sinh để thực hiện các công việc > a) Quan sát tình trạng giao thông trên đường để phát lệnh sát hạch, ra các hiệu lệnh để thí sinh thực hiện (thông qua các phím bấm trên thanh điều khiển hoặc trên màn hình hiển thị);"
sf_6857ae31af89004f,"ra lệnh, quyết định bắt, giữ, giam người không có căn cứ theo quy định của luật",BEHAVIOR,1,review,low_frequency,"ra lệnh, quyết định bắt, giữ, giam người không có căn cứ theo quy định của luật",BEHAVIOR,False,BEHAVIOR:1,1,1,12_2017_qh14.dieu_1.khoan_135.text_1.passage.s003,"Ra lệnh, quyết định bắt, giữ, giam người không có căn cứ theo quy định của luật","12/2017/QH14 > Điều 1. Sửa đổi, bổ sung, bãi bỏ một số điều của Bộ luật Hình sự số 100/2015/QH13 > Khoản 135. Sửa đổi, bổ sung tên điều và khoản 1 Điều 377 như sau: > Đoạn 1"
sf_1ac6d1dca5180185,rung giật mạnh,BEHAVIOR,1,review,low_frequency,rung giật mạnh,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.phu_luc_vi_quy_trinh_sat_hach_hang_c1e_ce.appendix_point_b_94.passage.s001,rung giật mạnh,"Phụ lục VI > QUY TRÌNH SÁT HẠCH HẠNG C1E, CE > C. SÁT HẠCH THỰC HÀNH > II. Sát hạch lái xe trên đường: > 2. Đối với người dự sát hạch > 2.2. Thí sinh thực hiện các bài sát hạch > 2.2.2. Yêu cầu đạt được > b) Nhả phanh tay trước khi khởi hành, xe không bị rung giật mạnh và lùi về phía sau quá 500 mm;"
sf_0103e98cbb66d464,rà soát,BEHAVIOR,1,review,low_frequency,rà soát,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.dieu_9.khoan_3.passage.s001,rà soát,"12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 9. Chuẩn bị kỳ sát hạch > Khoản 3. Phòng Cảnh sát giao thông căn cứ số lượng học viên dự sát hạch, tiến hành rà soát và đề xuất danh sách sát hạch viên."
sf_c67207023986341b,rải tấm đan,BEHAVIOR,1,review,low_frequency,rải tấm đan,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bxd.dieu_9.khoan_1.passage.s001,rải tấm đan,"12/2025/TT-BXD > Chương III. LƯU HÀNH XE QUÁ KHỔ GIỚI HẠN, XE QUÁ TẢI TRỌNG, XE BÁNH XÍCH TRÊN ĐƯỜNG BỘ > Điều 9. Lưu hành xe bánh xích trên đường bộ > Khoản 1. Xe bánh xích khi lưu hành trên đường bộ phải bảo đảm an toàn giao thông và thực hiện các biện pháp bắt buộc như lắp guốc xích, rải tấm đan, ghi thép hoặc biện pháp khác để bảo vệ mặt đường bộ. Trường hợp không thực hiện các biện pháp bắt buộc nêu trên, xe bánh xích phải được chở trên các phương tiện vận tải khác."
sf_b26aac9cfec8f7a0,"rủ rê, dụ dỗ, xúi giục hoặc bằng các thủ đoạn khác nhằm lôi kéo người khác sử dụng trái phép chất ma túy",BEHAVIOR,1,review,low_frequency,"rủ rê, dụ dỗ, xúi giục hoặc bằng các thủ đoạn khác nhằm lôi kéo người khác sử dụng trái phép chất ma túy",BEHAVIOR,False,BEHAVIOR:1,1,1,100_2015_qh13.dieu_258.khoan_1.passage.s001,"rủ rê, dụ dỗ, xúi giục hoặc bằng các thủ đoạn khác nhằm lôi kéo người khác sử dụng trái phép chất ma túy","100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XX. CÁC TỘI PHẠM VỀ MA TÚY > Điều 258. Tội lôi kéo người khác sử dụng trái phép chất ma túy > Khoản 1. Người nào rủ rê, dụ dỗ, xúi giục hoặc bằng các thủ đoạn khác nhằm lôi kéo người khác sử dụng trái phép chất ma túy, thì bị phạt tù từ 01 năm đến 05 năm."
sf_48604c51fc0065f6,sát hạch lái xe trên đường,BEHAVIOR,1,review,low_frequency,sát hạch lái xe trên đường,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.dieu_8.khoan_2.diem_b.text_1.passage.s002,sát hạch lái xe trên đường,"12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 8. Tập huấn, kiểm tra và cấp, đổi, cấp lại, thu hồi thẻ sát hạch viên thuộc lực lượng Công an nhân dân > Khoản 2. Nội dung tập huấn > Điểm b. Tập huấn thực hành tại trung tâm sát hạch lái xe > Đoạn 1"
sf_3dab75bcb02c43e1,"sát hạch lái xe trên đường hạng b, be, c1, c1e, c, ce, d1, d1e, d2, d2e, d, de",BEHAVIOR,1,review,low_frequency,"sát hạch lái xe trên đường hạng b, be, c1, c1e, c, ce, d1, d1e, d2, d2e, d, de",BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.phu_luc_vii_nhiem_vu_quyen_han_cua_hoi_dong_sat_hach.appendix_item_decimal_5.1.5.passage.s001,"Sát hạch lái xe trên đường hạng B, BE, C1, C1E, C, CE, D1, D1E, D2, D2E, D, DE","Phụ lục VII > NHIỆM VỤ, QUYỀN HẠN CỦA HỘI ĐỒNG SÁT HẠCH > I. Nhiệm vụ, quyền hạn của các thành viên hội đồng sát hạch > 5. Nhiệm vụ, quyền hạn của sát hạch viên > 4.1. Nhiệm vụ > 5.1.5. Sát hạch lái xe trên đường hạng B, BE, C1, C1E, C, CE, D1, D1E, D2, D2E, D, DE (trên ôtô sát hạch bố trí 01 sát hạch viên)"
sf_42d3d424c3d05ae5,sát hạch lái xe ô tô bằng phần mềm mô phỏng các tình huống giao thông,BEHAVIOR,1,review,low_frequency,sát hạch lái xe ô tô bằng phần mềm mô phỏng các tình huống giao thông,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.dieu_4.khoan_4.passage.s001,Sát hạch lái xe ô tô bằng phần mềm mô phỏng các tình huống giao thông,"12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 4. Hình thức, nội dung và quy trình sát hạch lái xe > Khoản 4. Sát hạch lái xe ô tô bằng phần mềm mô phỏng các tình huống giao thông đối với các hạng B, C1, C, D1, D2, D, BE, C1E, CE, D1E, D2E, DE: người dự sát hạch phát hiện các thời điểm có nguy cơ mất an toàn giao thông thông qua việc quan sát các tình huống mô phỏng xuất hiện trên máy tính và đưa ra các thao tác xử lý tình huống đó."
sf_e7f4b7576fe7556c,sát hạch thực hành lái xe,BEHAVIOR,1,review,low_frequency,sát hạch thực hành lái xe,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.phu_luc_vii_nhiem_vu_quyen_han_cua_hoi_dong_sat_hach.appendix_item_decimal_2.1.5.passage.s001,sát hạch thực hành lái xe,"Phụ lục VII > NHIỆM VỤ, QUYỀN HẠN CỦA HỘI ĐỒNG SÁT HẠCH > I. Nhiệm vụ, quyền hạn của các thành viên hội đồng sát hạch > 2. Giám đốc trung tâm sát hạch (Ủy viên) > 2.1. Nhiệm vụ > 2.1.5. Phối hợp với Giám đốc cơ sở đào tạo giải quyết tai nạn xảy ra khi sát hạch thực hành lái xe trong hình; chịu trách nhiệm giải quyết nếu tai nạn xảy ra do xe sát hạch không đảm bảo điều kiện an toàn (trừ trường hợp Giám đốc trung tâm sát hạch lái xe đồng thời là Người đứng đầu cơ sở đào tạo lái xe)."
sf_59a5c597faa7eddf,sát hạch trong hình,BEHAVIOR,1,review,low_frequency,sát hạch trong hình,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.dieu_5.khoan_2.passage.s001,sát hạch trong hình,12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 5. Tiêu chuẩn kỹ thuật sân tập lái dùng để sát hạch lái xe mô tô > Khoản 2. Đối với sân tập lái dùng để sát hạch lái xe mô tô tổ chức sát hạch lý thuyết bằng phương pháp trắc nghiệm trên giấy và sát hạch trong hình bằng phương pháp chấm điểm trực tiếp
sf_6a5211dd1d5800e5,sát hạch trên phần mềm mô phỏng,BEHAVIOR,1,review,low_frequency,sát hạch trên phần mềm mô phỏng,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.dieu_8.khoan_2.diem_b.text_1.passage.s002,sát hạch trên phần mềm mô phỏng,"12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 8. Tập huấn, kiểm tra và cấp, đổi, cấp lại, thu hồi thẻ sát hạch viên thuộc lực lượng Công an nhân dân > Khoản 2. Nội dung tập huấn > Điểm b. Tập huấn thực hành tại trung tâm sát hạch lái xe > Đoạn 1"
sf_9261fb24ce77292b,sát hạch viên vi phạm quy trình,BEHAVIOR,1,review,low_frequency,sát hạch viên vi phạm quy trình,BEHAVIOR,False,BEHAVIOR:1,1,1,12_2025_tt_bca.phu_luc_vii_nhiem_vu_quyen_han_cua_hoi_dong_sat_hach.appendix_item_decimal_3.1.1.passage.s001,sát hạch viên vi phạm quy trình,"Phụ lục VII > NHIỆM VỤ, QUYỀN HẠN CỦA HỘI ĐỒNG SÁT HẠCH > I. Nhiệm vụ, quyền hạn của các thành viên hội đồng sát hạch > 3. Thư ký > 3.1. Nhiệm vụ > 3.1.1. Phối hợp với sát hạch viên lập biên bản thí sinh vi phạm quy chế và giúp Chủ tịch hội đồng lập biên bản khi sát hạch viên vi phạm quy trình, nhiệm vụ quyền hạn."
sf_284d4d87b2af9a1a,sát hạch để cấp giấy phép lái xe,BEHAVIOR,1,review,low_frequency,sát hạch để cấp giấy phép lái xe,BEHAVIOR,False,BEHAVIOR:1,1,1,118_2025_qh15.dieu_7.khoan_13.diem_b.text_1.passage.s003,sát hạch để cấp giấy phép lái xe,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 13. Sửa đổi, bổ sung một số khoản của Điều 61 như sau: > Điểm b. Sửa đổi, bổ sung khoản 6, khoản 7 và bổ sung khoản 8 vào sau khoản 7 như sau: > Đoạn 1"
sf_904019ea13975440,"săn bắt, giết, nuôi, nhốt, tàng trữ, vận chuyển, buôn bán trái phép động vật",BEHAVIOR,1,review,low_frequency,"săn bắt, giết, nuôi, nhốt, tàng trữ, vận chuyển, buôn bán trái phép động vật",BEHAVIOR,False,BEHAVIOR:1,1,1,12_2017_qh14.dieu_1.khoan_57.diem_a.text_1.passage.s002,"Săn bắt, giết, nuôi, nhốt, tàng trữ, vận chuyển, buôn bán trái phép động vật","12/2017/QH14 > Điều 1. Sửa đổi, bổ sung, bãi bỏ một số điều của Bộ luật Hình sự số 100/2015/QH13 > Khoản 57. Sửa đổi, bổ sung Điều 234 như sau: > Điểm a. Sửa đổi, bổ sung tên điều, các khoản 1, 2 và 3 Điều 234 như sau: > Đoạn 1"
